URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/us/davinci-cdex/CodeSystem/cdex-temp,2.1.0,active,"2.16.840.1.113883.4.642.40.21.16.1",CDexTempCodes,CDex Temporary Code System,"Codes temporarily defined as part of the CDex implementation guide.  These will eventually migrate into an officially maintained terminology (likely HL7's [UTG](https://terminology.hl7.org/codesystems.html) code systems).",
